Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
06/05/2018,06/09/2018,Standard Class,Noel Staavos,Corporate,United States,Orlando,Florida,South,Office Supplies,Paper,Xerox 227,20.736,4,0.2,7.2576,
12/10/2015,12/14/2015,Standard Class,Sally Hughsby,Corporate,United States,Caldwell,Idaho,West,Office Supplies,Paper,Xerox 1931,25.92,4,0.0,12.4416,
09/21/2018,09/25/2018,Standard Class,Doug Bickford,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",55.86,7,0.0,27.93,
12/30/2016,01/03/2017,Standard Class,Clay Ludtke,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0.0,14.2386,
10/05/2015,10/10/2015,Second Class,Brian Derr,Consumer,United States,Columbus,Ohio,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,0.2,11.49,
11/14/2017,11/15/2017,First Class,Tim Brockman,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell 35,9.84,3,0.0,2.8536,
04/30/2018,05/04/2018,Standard Class,Mick Hernandez,Home Office,United States,Sanford,Florida,South,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.842,3,0.7,-3.5508,
09/04/2017,09/08/2017,Standard Class,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Office Supplies,Art,Nontoxic Chalk,5.28,3,0.0,2.5344,
10/20/2016,10/22/2016,First Class,Maxwell Schwartz,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,24.56,2,0.0,11.5432,
06/15/2017,06/18/2017,First Class,Lynn Smith,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 19,173.488,7,0.2,54.215,
05/20/2015,05/22/2015,Second Class,Matt Collister,Corporate,United States,San Marcos,Texas,Central,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,5,0.2,-13.392,
12/28/2018,12/31/2018,Second Class,Pamela Coakley,Corporate,United States,Loveland,Colorado,West,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99,
09/11/2017,09/16/2017,Standard Class,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,0.8,-3.2436,
09/19/2018,09/25/2018,Standard Class,Justin Ritter,Corporate,United States,Springfield,Oregon,West,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,
04/18/2016,04/20/2016,First Class,Nathan Cano,Consumer,United States,Santa Maria,California,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3,0.0,30.0144,
12/03/2017,12/09/2017,Standard Class,Gary McGarr,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,108.1752,
08/27/2015,08/30/2015,Second Class,Michael Moore,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,Xerox 1898,13.36,2,0.0,6.4128,
09/21/2016,09/26/2016,Standard Class,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2,0.0,6.396,
11/13/2016,11/17/2016,Standard Class,Russell Applegate,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Paper,Xerox 1910,96.08,2,0.0,46.1184,
08/18/2018,08/25/2018,Standard Class,Yana Sorensen,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528,9,0.2,942.8157,
12/12/2016,12/16/2016,Standard Class,Helen Abelman,Consumer,United States,San Jose,California,West,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,
05/29/2018,06/04/2018,Standard Class,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,0.0,120.9416,
08/13/2016,08/17/2016,Second Class,Ralph Arnett,Consumer,United States,Richmond,Indiana,Central,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4,0.0,5.5664,
07/17/2017,07/22/2017,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,0.2,4.1652,
11/04/2017,11/06/2017,Second Class,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,0.2,228.0792,
11/25/2018,11/29/2018,Second Class,Edward Becker,Corporate,United States,Laguna Niguel,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0.0,15.336,
01/20/2015,01/26/2015,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,
05/01/2016,05/06/2016,Standard Class,Patrick O'Brill,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0.0,10.518,
04/10/2018,04/14/2018,Standard Class,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,0.0,71.5375,
02/07/2016,02/11/2016,Standard Class,Damala Kotsonis,Corporate,United States,Springfield,Virginia,South,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405,
08/06/2018,08/12/2018,Standard Class,Gary Mitchum,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272,
05/14/2018,05/15/2018,First Class,Greg Tran,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,
11/03/2015,11/07/2015,Standard Class,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624,
09/25/2016,09/29/2016,Standard Class,Erica Hackney,Consumer,United States,Meriden,Connecticut,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,0.0,5.1648,
05/14/2018,05/17/2018,First Class,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Art,Prang Colored Pencils,14.7,5,0.0,6.615,
09/19/2018,09/24/2018,Standard Class,Jessica Myrick,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 228,32.4,5,0.0,15.552,
12/20/2018,12/26/2018,Standard Class,David Kendrick,Corporate,United States,New York City,New York,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,
09/10/2017,09/14/2017,Standard Class,Bryan Davis,Consumer,United States,Edmonds,Washington,West,Office Supplies,Binders,JM Magazine Binder,39.624,3,0.2,13.8684,
09/15/2018,09/19/2018,Standard Class,Rick Duston,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84,
02/23/2015,02/27/2015,Standard Class,Michael Grace,Home Office,United States,El Paso,Texas,Central,Office Supplies,Labels,Staple-on labels,6.936,3,0.2,2.3409,
07/21/2017,07/26/2017,Standard Class,Damala Kotsonis,Corporate,United States,Roseville,California,West,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5,0.0,197.353,
09/13/2015,09/13/2015,Same Day,Resi Pölking,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",22.66,2,0.0,9.7438,
12/22/2017,12/24/2017,Second Class,Emily Ducich,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,55.36,4,0.2,19.376,
06/26/2017,06/26/2017,Same Day,Adam Hart,Corporate,United States,Los Angeles,California,West,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0.0,8.95,
10/22/2017,10/22/2017,Same Day,MaryBeth Skach,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1986,6.68,1,0.0,3.2064,
07/21/2018,07/27/2018,Standard Class,Anne McFarland,Consumer,United States,Salem,Virginia,South,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,0.0,11.586,
09/08/2015,09/13/2015,Standard Class,Paul Prost,Home Office,United States,New York City,New York,East,Office Supplies,Art,Nontoxic Chalk,3.52,2,0.0,1.6896,
03/10/2016,03/10/2016,Same Day,Ken Black,Corporate,United States,Clinton,Maryland,East,Office Supplies,Storage,Pizazz Global Quick File,89.82,6,0.0,25.1496,
04/06/2018,04/10/2018,Standard Class,Charles Sheldon,Corporate,United States,Chattanooga,Tennessee,South,Office Supplies,Binders,3M Organizer Strips,8.1,5,0.7,-5.94,
01/13/2018,01/18/2018,Second Class,Cathy Prescott,Corporate,United States,Springfield,Missouri,Central,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6,0.0,54.5844,
02/02/2018,02/07/2018,Standard Class,Bill Overfelt,Corporate,United States,San Diego,California,West,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2,0.2,10.062,
10/02/2016,10/06/2016,Standard Class,Nora Pelletier,Home Office,United States,Wilson,North Carolina,South,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,7.38,5,0.7,-5.412,
07/22/2017,07/26/2017,Standard Class,Maureen Fritzler,Corporate,United States,Columbia,Maryland,East,Office Supplies,Paper,Xerox 216,51.84,8,0.0,24.8832,
11/21/2016,11/27/2016,Standard Class,Brenda Bowman,Corporate,United States,Fort Worth,Texas,Central,Office Supplies,Binders,Cardinal Hold-It CD Pocket,7.98,5,0.8,-13.167,
07/02/2017,07/03/2017,First Class,Erin Ashbrook,Corporate,United States,Huntsville,Texas,Central,Office Supplies,Paper,Xerox 201,41.472,8,0.2,14.5152,
07/07/2017,07/13/2017,Standard Class,Max Jones,Consumer,United States,Orem,Utah,West,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0.0,12.8744,
10/26/2018,10/31/2018,Standard Class,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,3,0.7,-27.735,
11/23/2016,11/25/2016,Second Class,Pierre Wener,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Envelopes,Staple envelope,16.56,2,0.0,7.7832,
09/02/2018,09/07/2018,Second Class,Ted Butterfield,Consumer,United States,Meriden,Connecticut,East,Office Supplies,Storage,Crate-A-Files,10.9,1,0.0,2.834,
04/02/2015,04/06/2015,Second Class,Sam Craven,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1947,33.488,7,0.2,10.465,
12/02/2018,12/09/2018,Standard Class,Roy Phan,Corporate,United States,Houston,Texas,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,12.16,5,0.2,2.128,
09/24/2018,09/28/2018,Standard Class,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75,5,0.0,7.56,
12/18/2018,12/23/2018,Standard Class,Beth Paige,Consumer,United States,Columbus,Ohio,East,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,130.112,2,0.2,13.0112,
12/16/2017,12/19/2017,First Class,Sandra Flanagan,Consumer,United States,Goldsboro,North Carolina,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,34.944,3,0.2,3.0576,
06/18/2016,06/20/2016,First Class,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,South,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.129,3,0.7,-4.4946,
05/26/2015,05/31/2015,Standard Class,Michelle Moray,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,3,0.2,7.6968,
07/27/2015,07/30/2015,Second Class,Barry Blumstein,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",276.28,2,0.0,0.0,
08/15/2017,08/22/2017,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0.0,18.0096,
12/02/2018,12/08/2018,Standard Class,Barry Gonzalez,Consumer,United States,Greensboro,North Carolina,South,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,32.776,1,0.2,2.4582,
05/09/2017,05/13/2017,Standard Class,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,Office Supplies,Paper,Xerox 1911,76.64,2,0.2,26.824,
09/19/2018,09/23/2018,Standard Class,Julie Prescott,Home Office,United States,Columbus,Georgia,South,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0.0,13.452,
09/27/2016,09/29/2016,Second Class,Saphhira Shifley,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,
09/07/2016,09/09/2016,Second Class,Corey Catlett,Corporate,United States,Durham,North Carolina,South,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736,4,0.2,12.3144,
12/24/2018,12/28/2018,Standard Class,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,East,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,5,0.0,6.15,
09/14/2018,09/15/2018,First Class,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Instant Report Kit,3.882,2,0.7,-2.588,
11/23/2018,11/26/2018,First Class,Jennifer Patt,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,Aluminum Screw Posts,6.104,2,0.8,-9.156,
10/02/2017,10/09/2017,Standard Class,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,2,0.0,9.5088,
03/20/2018,03/20/2018,Same Day,Harry Greene,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Easy-staple paper,56.704,2,0.2,19.1376,
11/18/2018,11/18/2018,Same Day,Nona Balk,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Labels,Avery 487,7.38,2,0.0,3.4686,
03/26/2017,03/28/2017,Second Class,Mark Van Huff,Consumer,United States,Pocatello,Idaho,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0.0,8.6436,
04/17/2018,04/22/2018,Standard Class,Pamela Stobb,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0.0,3.597,
08/21/2017,08/28/2017,Standard Class,Scot Coram,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1997,12.96,2,0.0,6.2208,
04/07/2016,04/10/2016,First Class,Resi Pölking,Consumer,United States,New York City,New York,East,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,
12/16/2018,12/20/2018,Second Class,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0.0,8.6855,
05/24/2016,05/26/2016,Second Class,Vivek Sundaresam,Consumer,United States,Naperville,Illinois,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,6,0.8,-13.0152,
09/13/2015,09/18/2015,Second Class,Lena Hernandez,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,
05/21/2016,05/28/2016,Standard Class,Henry Goldwyn,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588,2,0.7,-18.0312,
04/12/2015,04/17/2015,Standard Class,Stewart Visinsky,Consumer,United States,Bloomington,Indiana,Central,Office Supplies,Paper,Xerox 213,32.4,5,0.0,15.552,
05/25/2016,05/28/2016,First Class,Muhammed MacIntyre,Corporate,United States,Haltom City,Texas,Central,Office Supplies,Supplies,Fiskars Spring-Action Scissors,22.368,2,0.2,1.6776,
06/26/2018,06/30/2018,Standard Class,Scott Cohen,Corporate,United States,New York City,New York,East,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368,2,0.2,37.1084,
11/19/2018,11/19/2018,Same Day,Anne Pryor,Home Office,United States,New York City,New York,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,7,0.2,18.2525,
05/03/2016,05/06/2016,First Class,Lena Cacioppo,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2,0.2,17.3488,
05/26/2018,05/31/2018,Standard Class,Carlos Daly,Consumer,United States,Oceanside,California,West,Office Supplies,Paper,Xerox 201,12.96,2,0.0,6.2208,
07/20/2015,07/22/2015,First Class,Roger Demir,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3,0.0,10.7301,
12/24/2017,12/30/2017,Standard Class,Sean Christensen,Consumer,United States,San Jose,California,West,Office Supplies,Envelopes,Staple envelope,39.76,7,0.0,18.6872,
05/27/2018,06/03/2018,Standard Class,Bart Watters,Corporate,United States,Greensboro,North Carolina,South,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.06,5,0.7,-10.05,
05/30/2017,06/04/2017,Standard Class,Eugene Moren,Home Office,United States,Superior,Wisconsin,Central,Office Supplies,Paper,Xerox 217,45.36,7,0.0,21.7728,
05/31/2016,06/05/2016,Second Class,Janet Molinari,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,
12/11/2018,12/13/2018,First Class,Nona Balk,Corporate,United States,Paterson,New Jersey,East,Office Supplies,Fasteners,Stockwell Push Pins,6.54,3,0.0,2.1582,
11/05/2018,11/07/2018,First Class,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,0.0,2.0286,
01/30/2017,01/31/2017,First Class,Steven Cartwright,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0.0,76.2525,
04/05/2015,04/07/2015,Second Class,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0.0,18.09,
08/24/2016,08/26/2016,Second Class,Maurice Satty,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Labels,Avery 474,6.912,3,0.2,2.5056,
12/05/2018,12/06/2018,First Class,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,GBC VeloBinder Manual Binding System,172.752,6,0.2,60.4632,
06/10/2018,06/14/2018,Second Class,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13,3,0.0,0.7065,
06/18/2017,06/20/2017,Second Class,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,
03/18/2015,03/24/2015,Standard Class,Sample Company A,Home Office,United States,Burbank,California,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,7,0.0,334.1142,
07/18/2016,07/21/2016,First Class,Karen Carlisle,Corporate,United States,New York City,New York,East,Office Supplies,Art,Newell 32,5.76,2,0.0,1.6128,
03/31/2015,03/31/2015,Same Day,Trudy Glocke,Consumer,United States,Tampa,Florida,South,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,2,0.2,1.0584,
10/21/2018,10/27/2018,Standard Class,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Binders,GBC Instant Report Kit,38.82,6,0.0,19.41,
04/17/2018,04/22/2018,Standard Class,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.136,4,0.2,-43.9056,
03/09/2016,03/11/2016,Second Class,Toby Gnade,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Labels,Avery 514,4.608,2,0.2,1.6704,
09/13/2017,09/18/2017,Standard Class,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.0,0.4074,
12/05/2018,12/08/2018,Second Class,Bart Folk,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.6,6,0.0,9.936,
11/23/2015,11/27/2015,Standard Class,Bobby Trafton,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,UniKeep View Case Binders,14.67,3,0.0,6.7482,
03/13/2017,03/15/2017,Second Class,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,5,0.2,-138.14,
11/19/2015,11/24/2015,Standard Class,Mitch Webber,Consumer,United States,Coon Rapids,Minnesota,Central,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4,0.0,57.5016,
09/22/2015,09/29/2015,Standard Class,Adam Shillingsburg,Consumer,United States,New York City,New York,East,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4,0.0,5.7376,
03/17/2015,03/21/2015,Standard Class,Mark Haberlin,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,
04/23/2017,04/27/2017,Standard Class,Art Ferguson,Consumer,United States,San Clemente,California,West,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569,
09/02/2018,09/06/2018,Standard Class,Janet Lee,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,
09/17/2018,09/22/2018,Second Class,Sanjit Jacobs,Home Office,United States,Houston,Texas,Central,Office Supplies,Art,Newell Chalk Holder,9.912,3,0.2,3.2214,
04/18/2017,04/23/2017,Standard Class,Cindy Schnelling,Corporate,United States,New York City,New York,East,Office Supplies,Art,American Pencil,6.99,3,0.0,2.0271,
09/30/2018,10/06/2018,Standard Class,Sample Company A,Home Office,United States,Arlington,Texas,Central,Office Supplies,Binders,GBC Instant Report Kit,11.646,9,0.8,-17.469,
10/21/2017,10/27/2017,Standard Class,Carlos Soltero,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell Chalk Holder,12.39,3,0.0,5.6994,
01/06/2015,01/10/2015,Standard Class,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,4,0.0,0.3112,
11/05/2018,11/09/2018,Standard Class,Anna Andreadi,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.2208,
03/16/2018,03/21/2018,Standard Class,Ken Dana,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.6312,
12/09/2018,12/12/2018,Second Class,John Lee,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Labels,Avery 492,5.76,2,0.0,2.6496,
09/26/2018,09/26/2018,Same Day,Ruben Ausman,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538,
12/09/2018,12/15/2018,Standard Class,Luke Weiss,Consumer,United States,Grand Rapids,Michigan,Central,Office Supplies,Binders,GBC Imprintable Covers,54.9,5,0.0,26.901,
12/02/2018,12/06/2018,Standard Class,Bill Stewart,Corporate,United States,Denver,Colorado,West,Office Supplies,Binders,Aluminum Screw Posts,36.624,8,0.7,-24.416,
11/01/2015,11/05/2015,Standard Class,Daniel Lacy,Consumer,United States,Long Beach,New York,East,Office Supplies,Paper,Xerox 1934,167.94,3,0.0,82.2906,
12/05/2015,12/10/2015,Standard Class,Rob Lucas,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1933,49.12,4,0.0,23.0864,
11/23/2016,11/27/2016,Second Class,Annie Thurman,Consumer,United States,Morristown,New Jersey,East,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,8,0.0,735.0336,
06/19/2018,06/26/2018,Standard Class,Jim Sink,Corporate,United States,New York City,New York,East,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,
09/25/2016,09/29/2016,Standard Class,Dana Kaydos,Consumer,United States,Rockford,Illinois,Central,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,128.744,7,0.2,12.8744,
09/25/2017,10/01/2017,Standard Class,Dan Lawera,Consumer,United States,Long Beach,California,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,0.0,14.8,
09/17/2015,09/22/2015,Standard Class,Joseph Airdo,Consumer,United States,Springfield,Oregon,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,40.24,5,0.2,13.078,
05/03/2018,05/07/2018,Standard Class,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Newell 350,22.96,7,0.0,6.6584,
03/26/2016,03/28/2016,Second Class,Suzanne McNair,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,
03/30/2015,04/01/2015,First Class,Mark Packer,Home Office,United States,Brownsville,Texas,Central,Office Supplies,Envelopes,Airmail Envelopes,335.72,5,0.2,113.3055,
04/20/2018,04/21/2018,First Class,Brad Eason,Home Office,United States,Cleveland,Ohio,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",8.7,5,0.7,-6.38,
10/12/2018,10/15/2018,First Class,Christina Anderson,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1952,9.96,2,0.0,4.6812,
06/01/2018,06/05/2018,Standard Class,Cynthia Voltz,Corporate,United States,Fremont,Nebraska,Central,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9,5,0.0,25.872,
11/27/2016,11/29/2016,Second Class,Matt Abelman,Home Office,United States,Everett,Massachusetts,East,Office Supplies,Paper,Xerox 1884,59.94,3,0.0,28.1718,
07/15/2018,07/17/2018,First Class,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,0.0,50.3832,
12/14/2018,12/18/2018,Standard Class,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0.0,6.6846,
